original_contract_id,current_item_id,department_name,vendor,contract_structure_type,short_desc,start_dt,end_dt,days_remaining,amt ,tot_payments ,orig_vendor,exempt_status,adv_or_exempt,profit_status
1520438,152043803,CITY TREASURER,Cozen O'Connor,Legal Services,GO BC/DC,12/15/2017,12/14/2018,0, -   ,"48,044.39",Cozen O'Connor,1,ADVERTISED,For Profit
1720683,172068301,CITY TREASURER,Cozen O'Connor,Legal Services,DC - Water & PGW,1/1/2018,12/31/2018,0, -   , -   ,Cozen O'Connor,1,ADVERTISED,For Profit
1520492,152049203,CITY TREASURER,Digital Assurance Certification,General Consultant Services,Dissemination Agent,1/1/2018,12/31/2018,0,"16,000.00","7,000.00",Digital Assurance Certification,1,ADVERTISED,For Profit
1620440,162044002,CITY TREASURER,Dilworth Paxson LLP,Legal Services,Legal Services - TRAN,6/1/2018,5/31/2019,150, -   , -   ,Dilworth Paxson LLP,1,ADVERTISED,For Profit
MPXX19000168,MPXX19000168,CITY TREASURER,Doris Smallwood,Miscellaneous Order,Accounting Services,8/27/2018,6/30/2019,180,"34,000.00","12,370.00",Doris Smallwood,102,EXEMPT,For Profit
1420440,142044005,CITY TREASURER,"ECOUNT, INC",General Consultant Services,Paycard Services,6/1/2018,5/31/2019,150, -   , -   ,Citibank N.A.,1,ADVERTISED,For Profit
1520453,152045303,CITY TREASURER,"EConsult Solutions, Inc",General Consultant Services,Lending Studies,12/15/2017,12/14/2018,0,"48,924.00","48,924.00","EConsult Solutions, Inc",1,ADVERTISED,For Profit
1920333,1920333,CITY TREASURER,"EConsult Solutions, Inc",General Consultant Services,Lending Study Consultant,12/15/2018,12/14/2019,347,"50,269.00", -   ,"EConsult Solutions, Inc",1,ADVERTISED,For Profit
1520437,152043703,CITY TREASURER,"Eckert Seamans Cherin & Mellott, LLC",Legal Services,Bond/Disclosure Counsel,12/15/2017,12/14/2018,0, -   , -   ,"Eckert Seamans Cherin & Mellott, LLC",1,ADVERTISED,For Profit
1720650,172065001,CITY TREASURER,"Eckert Seamans Cherin & Mellott, LLC",Legal Services,PGW Bond Counsel,1/1/2018,12/31/2018,0, -   , -   ,"Eckert Seamans Cherin & Mellott, LLC",1,ADVERTISED,For Profit
MPXX19000169,MPXX19000169,CITY TREASURER,"FRANCIS L. GIZAZA, CPA",Miscellaneous Order,Accounting Services,8/27/2018,6/30/2019,180,"34,000.00","31,350.00","FRANCIS L. GIZAZA, CPA",102,EXEMPT,For Profit
1920294,1920294,CITY TREASURER,"Frasca & Associates, LLC",General Consultant Services,Airport FA,9/15/2018,9/14/2019,256,"50,000.00", -   ,"Frasca & Associates, LLC",1,ADVERTISED,For Profit
1920258,1920258,CITY TREASURER,"Garcia Hamilton & Associates, L.P.",Investment Advisor-Manager,Investment Manager,10/1/2018,9/30/2019,272, -   , -   ,"Garcia Hamilton & Associates, L.P.",1,ADVERTISED,For Profit
1720655,172065501,CITY TREASURER,"Greenberg Traurig, LLP",Legal Services,Disclosure Counsel Water,1/1/2018,12/31/2018,0,"100,000.00","35,000.00","Greenberg Traurig, LLP",1,ADVERTISED,For Profit
1520450,152045003,CITY TREASURER,Hawkins Delafield & Wood LLP,Legal Services,Bond/Disclosure Counsel,12/15/2017,12/14/2018,0, -   , -   ,Hawkins Delafield & Wood LLP,1,ADVERTISED,For Profit
1620520,162052002,CITY TREASURER,Hawkins Delafield & Wood LLP,General Consultant Services,Arbitrage Services,6/15/2018,6/14/2019,164,"77,000.00","43,955.50",Hawkins Delafield & Wood LLP,1,ADVERTISED,For Profit
1820491,1820491,CITY TREASURER,"Horsey, Buckner & Heffler, LLP",Accounting and Auditing Svcs,Accounting Services,4/15/2018,4/14/2019,103,"500,000.00","406,505.00","Horsey, Buckner & Heffler, LLP",1,ADVERTISED,For Profit
MPXX19000170,MPXX19000170,CITY TREASURER,Kauffman Accounting Services,Miscellaneous Order,Accounting Services,8/27/2018,6/30/2019,180,"34,000.00", -   ,Kauffman Accounting Services,102,EXEMPT,For Profit
MPXX19000186,MPXX19000186,CITY TREASURER,"McElwes and Quinn, LLC",Miscellaneous Order,Bond Printing Services,9/1/2018,6/30/2019,180,1, -   ,"McElwes and Quinn, LLC",102,EXEMPT,For Profit
1520261,152026103,CITY TREASURER,"PFM Asset Management, LLC",Investment Advisor-Manager,Investment Manager,1/1/2018,12/31/2018,0, -   , -   ,"PFM Asset Management, LLC",1,ADVERTISED,For Profit
1620364,162036403,CITY TREASURER,PFM Financial Advisors LLC,General Consultant Services,Water FA,1/1/2018,12/31/2018,0,"150,000.00", -   ,Public Financial Management Inc,1,ADVERTISED,For Profit
1720216,172021603,CITY TREASURER,PFM Financial Advisors LLC,General Consultant Services,GO FA,8/1/2018,7/31/2019,211, -   , -   ,Public Financial Management Inc,1,ADVERTISED,For Profit
1920227,1920227,CITY TREASURER,PFM Financial Advisors LLC,General Consultant Services,PGW FA,9/15/2018,9/14/2019,256, -   , -   ,PFM Financial Advisors LLC,1,ADVERTISED,For Profit
1520430,152043003,CITY TREASURER,"PNC Capital Advisors, LLC",Investment Advisor-Manager,Investment Manager,1/1/2018,12/31/2018,0, -   , -   ,"PNC Capital Advisors, LLC",1,ADVERTISED,For Profit
1920257,1920257,CITY TREASURER,Payden & Rygel,Investment Advisor-Manager,Investment Manager,10/1/2018,9/30/2019,272, -   , -   ,Payden & Rygel,1,ADVERTISED,For Profit
1720215,172021502,CITY TREASURER,"Phoenix Capital Partners, LLP",General Consultant Services,GO FA,8/1/2018,7/31/2019,211, -   , -   ,"Phoenix Capital Partners, LLP",1,ADVERTISED,For Profit
1920226,1920226,CITY TREASURER,"Phoenix Capital Partners, LLP",General Consultant Services,Airport & PGW FA,9/15/2018,9/14/2019,256,"50,000.00", -   ,"Phoenix Capital Partners, LLP",1,ADVERTISED,For Profit
1520257,152025703,CITY TREASURER,"Ramirez Asset Management, Inc.",Investment Advisor-Manager,Investment Manager,6/29/2018,6/28/2019,178, -   , -   ,"Ramirez Asset Management, Inc.",1,ADVERTISED,For Profit
1820372,1820372,CITY TREASURER,"SS&C Technologies, Inc.",Computer and Information Svcs,Debt Mgmt Software Srvc,1/1/2018,12/31/2018,0,"45,000.00","33,750.00","SS&C Technologies, Inc.",1,ADVERTISED,For Profit
1720651,172065101,CITY TREASURER,Saul Ewing LLP,Legal Services,DC PGW (backup),1/1/2018,12/31/2018,0, -   , -   ,Saul Ewing LLP,1,ADVERTISED,For Profit
1920268,1920268,CITY TREASURER,Smith Graham,Investment Advisor-Manager,Investment Manager,10/1/2018,9/30/2019,272, -   , -   ,Smith Graham,1,ADVERTISED,For Profit
1620228,162022802,CITY TREASURER,Standish Mellon Asset Management Company LLC,Investment Advisor-Manager,Investment Advisor,11/1/2017,10/31/2018,0, -   , -   ,Standish Mellon Asset Management Company LLC,1,ADVERTISED,For Profit
1720624,172062401,CITY TREASURER,"Swap Financial Group, LLC",General Consultant Services,Swap Advisory Services,1/1/2018,12/31/2018,0,"48,000.00","24,000.00","Swap Financial Group, LLC",1,ADVERTISED,For Profit
1520258,152025803,CITY TREASURER,The Swarthmore Group,Investment Advisor-Manager,Investment Manager,1/1/2018,12/31/2018,0, -   , -   ,The Swarthmore Group,1,ADVERTISED,For Profit
1520436,152043603,CITY TREASURER,"Turner Law, P.C.",Legal Services,Bond/Disclosure Counsel,12/15/2017,12/14/2018,0, -   , -   ,"Turner Law, P.C.",1,ADVERTISED,For Profit
1720656,172065601,CITY TREASURER,"Turner Law, P.C.",Legal Services,BC PGW and DC Water,1/1/2018,12/31/2018,0, -   , -   ,"Turner Law, P.C.",1,ADVERTISED,For Profit
1420533,142053304,CITY TREASURER,US Bank National Association,General Consultant Services,Custody - Commer Bank Svc,6/30/2018,6/29/2019,179, -   , -   ,US Bank National Association,1,ADVERTISED,For Profit
1520259,152025903,CITY TREASURER,"Wells Capital Management, Inc",Investment Advisor-Manager,Investment Manager,1/1/2018,12/31/2018,0, -   , -   ,"Wells Capital Management, Inc",1,ADVERTISED,For Profit
1820332,1820332,COMMERCE,3890 North 10th Street Inc.,Housing and Economic Dev,Planning,1/1/2018,12/31/2018,0,"50,000.00","33,250.00",3890 North 10th Street Inc.,1,ADVERTISED,Non Profit
1920295,1920295,COMMERCE,ADK Consulting Inc. dba ADK Executive Search,General Consultant Services,EXECUTIVE SEARCH,10/1/2018,9/30/2019,272,"175,000.00", -   ,ADK Consulting Inc. dba ADK Executive Search,1,ADVERTISED,For Profit
1620015,162001505,COMMERCE,"AECOM Technical Services, Inc.",Architect and Engineer Svcs,RENEWAL THREE,7/1/2018,6/30/2019,180,"1,200,000.00","91,198.83","AECOM Technical Services, Inc.",1,ADVERTISED,For Profit
1720006,172000604,COMMERCE,"AECOM Technical Services, Inc.",Architect and Engineer Svcs,RENEWAL TWO,7/1/2018,6/30/2019,180,"3,500,000.00","443,883.97","AECOM Technical Services, Inc.",1,ADVERTISED,For Profit
1820177,182017702,COMMERCE,"AECOM Technical Services, Inc.",Architect and Engineer Svcs,RENEWAL ONE-TIME ONLY,10/1/2018,9/30/2019,272, -   ,"7,846.14","AECOM Technical Services, Inc.",1,ADVERTISED,For Profit
MPXX19000220,MPXX19000220,COMMERCE,"ARCHITECTURAL LIGHTING DESIGN, LLC a/k/a ALD, LLC",Miscellaneous Order,ONCALL LIGHTING CONSULT,10/1/2018,6/30/2019,180,"34,000.00", -   ,"ARCHITECTURAL LIGHTING DESIGN, LLC a/k/a ALD, LLC",102,EXEMPT,For Profit
MPXX19000029,MPXX19000029,COMMERCE,ARW Events,Miscellaneous Order,ENTERTAINMENT SERVICES,7/1/2018,6/30/2019,180,"32,000.00","10,400.00",ARW Events,102,EXEMPT,For Profit
1720418,172041801,COMMERCE,"AVK Consulting, Inc.",General Consultant Services,RENEWAL ONE-TIME&FUNDS,12/1/2017,11/30/2018,0,"100,000.00","12,937.50","AVK Consulting, Inc.",1,ADVERTISED,For Profit
1720418,172041802,COMMERCE,"AVK Consulting, Inc.",General Consultant Services,RENEWAL TWO,12/1/2018,11/30/2019,333,"100,000.00", -   ,"AVK Consulting, Inc.",1,ADVERTISED,For Profit
1920081,192008101,COMMERCE,"AVK Consulting, Inc.",General Consultant Services,AMEND ONE-ADD SUBS- FUNDS,7/1/2018,6/30/2019,180,"1,500,000.00","605,443.02","AVK Consulting, Inc.",1,ADVERTISED,For Profit
1720121,172012102,COMMERCE,African Cultural Alliance of North America,Housing and Economic Dev,TCMP,7/1/2018,6/30/2019,180,"175,000.00", -   ,African Cultural Alliance of North America,1,ADVERTISED,Non Profit
1920204,1920204,COMMERCE,"Airport Design Consultants, Inc.",Architect and Engineer Svcs,MULTI-PROJECT CIVIL ENGIN,7/1/2018,6/30/2019,180,"750,000.00", -   ,"Airport Design Consultants, Inc.",1,ADVERTISED,For Profit
MPXX19000051,MPXX19000051,COMMERCE,"All Fitness Events, LLC",Miscellaneous Order,5K-RUNWAY RUN-WALK,7/1/2018,6/30/2019,180,"12,334.90","12,334.90","All Fitness Events, LLC",102,EXEMPT,For Profit
1720114,172011402,COMMERCE,Allegheny West Foundation,Housing and Economic Dev,TCMP,7/1/2018,6/30/2019,180,"111,000.00","67,218.57",Allegheny West Foundation,1,ADVERTISED,Non Profit
1820274,182027401,COMMERCE,Altitude Strategies LLC,General Consultant Services,RENEWAL ONE,9/1/2018,8/31/2019,242,"70,000.00","18,250.00",Altitude Strategies LLC,1,ADVERTISED,For Profit
1920217,1920217,COMMERCE,"Arora Engineers, Inc",Architect and Engineer Svcs,MULTI PROJECT ELECTRICAL,8/1/2018,7/31/2019,211,"750,000.00", -   ,"Arora Engineers, Inc",1,ADVERTISED,For Profit
1720319,172031903,COMMERCE,"Atkins North America, Inc.",Architect and Engineer Svcs,RENEWAL TWO,10/1/2018,9/30/2019,272,"300,000.00", -   ,"Atkins North America, Inc.",1,ADVERTISED,For Profit
1720777,172077703,COMMERCE,"Atkins North America, Inc.",Architect and Engineer Svcs,AMEND TWO,6/1/2018,5/31/2019,150,"4,950,000.00","1,259,415.97","Atkins North America, Inc.",1,ADVERTISED,For Profit
MPXX19000036,MPXX19000036,COMMERCE,"Be Films, LLC d/b/a Five Story Media",Miscellaneous Order,VIDEO PRODUCTION / PHOTO,7/1/2018,6/30/2019,180,"32,000.00", -   ,"Be Films, LLC d/b/a Five Story Media",102,EXEMPT,For Profit
1720588,172058801,COMMERCE,"Borski Associates, LLC",General Consultant Services,RENEWAL ONE-TIME/FUNDS,12/1/2017,11/30/2018,0,"120,000.00","40,000.00","Borski Associates, LLC",1,ADVERTISED,For Profit
1720588,172058802,COMMERCE,"Borski Associates, LLC",General Consultant Services,RENEWAL TWO,12/1/2018,11/30/2019,333,"120,000.00", -   ,"Borski Associates, LLC",1,ADVERTISED,For Profit
1720541,172054101,COMMERCE,"Burns Engineering, Inc.",Architect and Engineer Svcs,RENEWAL ONE,1/1/2018,12/31/2018,0,"1,500,000.00","522,863.47","Burns Engineering, Inc.",1,ADVERTISED,For Profit
1920219,1920219,COMMERCE,"Burns Engineering, Inc.",Architect and Engineer Svcs,MULTI PROJECT ELECTRICAL,8/1/2018,7/31/2019,211,"750,000.00", -   ,"Burns Engineering, Inc.",1,ADVERTISED,For Profit
1620016,162001608,COMMERCE,"C&S Engineers, Inc.",Architect and Engineer Svcs,RENEWAL THREE,7/1/2018,6/30/2019,180,"750,000.00","253,205.81","C&S Engineers, Inc.",1,ADVERTISED,For Profit
1920229,1920229,COMMERCE,"C&S Engineers, Inc.",General Consultant Services,SUSTAINABILITY,11/1/2018,10/31/2019,303,"100,000.00", -   ,"C&S Engineers, Inc.",1,ADVERTISED,For Profit
1520432,152043203,COMMERCE,"CBIZ MHM, LLC",Accounting and Auditing Svcs,RENEWAL THREE,12/1/2017,11/30/2018,0,"100,000.00","19,593.75","CBIZ MHM, LLC",1,ADVERTISED,For Profit
1920144,1920144,COMMERCE,"CBIZ MHM, LLC",Accounting and Auditing Svcs,ON CALL ACCOUNTING/AUDIT,7/1/2018,6/30/2019,180,"80,000.00","4,268.75","CBIZ MHM, LLC",1,ADVERTISED,For Profit
1620156,162015604,COMMERCE,"CDA& I Architecture and Interiors, LTD",Architect and Engineer Svcs,RENEWAL TWO-FUNDS/TIME,12/1/2017,11/30/2018,0,"1,067,935.00","1,067,935.00","CDA& I Architecture and Interiors, LTD",1,ADVERTISED,For Profit
1620156,162015605,COMMERCE,"CDA& I Architecture and Interiors, LTD",Architect and Engineer Svcs,RENEWAL THREE,12/1/2018,11/30/2019,333,"1,007,695.00","39,374.67","CDA& I Architecture and Interiors, LTD",1,ADVERTISED,For Profit
1720014,172001406,COMMERCE,"Campbell-Hill Aviation Group, LLC",General Consultant Services,RENEWAL TWO,7/1/2018,6/30/2019,180,"600,000.00","173,031.81","Campbell-Hill Aviation Group, LLC",1,ADVERTISED,For Profit
1720623,172062303,COMMERCE,"Chambers, Conlon & Hartwell, LLC",General Consultant Services,TAI GINSBERG ASSIGNMENT,1/1/2018,12/31/2018,0,"90,000.00","15,000.00","Chambers, Conlon & Hartwell, LLC",1,ADVERTISED,For Profit
MPXX19000207,MPXX19000207,COMMERCE,Community Design Collaborative,Miscellaneous Order,StoreFront Imp Asst,7/1/2018,6/30/2019,180,"30,000.00","2,825.00",Community Design Collaborative,102,EXEMPT,Non Profit
1820277,182027701,COMMERCE,"Community Marketing Concepts, Inc.",General Consultant Services,RENEWAL ONE-TIME ONLY,9/1/2018,8/31/2019,242, -   , -   ,"Community Marketing Concepts, Inc.",1,ADVERTISED,For Profit
1620259,162025903,COMMERCE,Converse Winkler Architecture,Architect and Engineer Svcs,RENEWAL TWO,1/1/2018,12/31/2018,0,"600,000.00","314,420.66",Converse Winkler Architecture,1,ADVERTISED,For Profit
MPXX19000028,MPXX19000028,COMMERCE,"Creative Planning International, Inc d/b/a The Lett Group",Miscellaneous Order,INTERNATIONAL BUS. ETIQUE,7/1/2018,6/30/2019,180,"32,000.00","5,334.00","Creative Planning International, Inc d/b/a The Lett Group",102,EXEMPT,For Profit
1820112,182011201,COMMERCE,"Cushman & Wakefield of Pa., Inc.",General Consultant Services,RENEWAL TWO,7/1/2018,6/30/2019,180,"40,000.00", -   ,"Cushman & Wakefield of Pa., Inc.",1,ADVERTISED,For Profit
320600,32060013,COMMERCE,Daroff Design Inc. + DDI Architects PC,Architect and Engineer Svcs,AMENDMENT 13-TIME ONLY,12/1/2017,11/30/2018,0, -   , -   ,Daroff Design Inc. + DDI Architects PC,,Prior to 2-1-2006,For Profit
1620516,162051602,COMMERCE,Delaware River Waterfront Corporation,General Consultant Services,Pier 53 to 68,1/1/2018,12/31/2018,0, -   , -   ,Delaware River Waterfront Corporation,8,EXEMPT,Non Profit
1820486,182048601,COMMERCE,Delaware River Waterfront Corporation,General Consultant Services,Penns landing Imp,7/1/2018,6/30/2019,180, -   ,"5,640,000.00",Delaware River Waterfront Corporation,8,EXEMPT,Non Profit
MPXX19000267,MPXX19000267,COMMERCE,"Delta Risk, LLC",Miscellaneous Order,CYBER-THREAT HUNTING,11/1/2018,6/30/2019,180,"30,000.00", -   ,"Delta Risk, LLC",102,EXEMPT,For Profit
MPXX19000146,MPXX19000146,COMMERCE,Drexel University,Miscellaneous Order,ADA TRAINING,8/1/2018,6/30/2019,180, -   , -   ,Drexel University,102,EXEMPT,Non Profit
1820111,182011101,COMMERCE,"E. H. Lynn & Associates, LLC",General Consultant Services,RENEWAL ONE-TIME ONLY,7/1/2018,6/30/2019,180, -   , -   ,"E. H. Lynn & Associates, LLC",1,ADVERTISED,For Profit
1620392,162039202,COMMERCE,"EConsult Solutions, Inc",General Consultant Services,Disparity Study,12/15/2017,12/14/2018,0,"75,000.00","75,000.00","EConsult Solutions, Inc",1,ADVERTISED,For Profit
1620134,162013405,COMMERCE,"ELECTRONIC DATA, INC.",Computer and Information Svcs,RENEWAL ONE,7/1/2018,6/30/2019,180, -   , -   ,"ELECTRONIC DATA, INC.",1,ADVERTISED,For Profit
MPXX19000192,MPXX19000192,COMMERCE,Economy League of Greater Philadelphia,Miscellaneous Order,LOCAL MARKET RESEARCH,8/1/2018,6/30/2019,180,"32,000.00", -   ,Economy League of Greater Philadelphia,102,EXEMPT,Non Profit
1820327,182032702,COMMERCE,Elliott Lewis Corp.,Computer and Information Svcs,RENEWAL ONE,10/1/2018,9/30/2019,272,"6,833,942.00", -   ,Elliott Lewis Corp.,1,ADVERTISED,For Profit
MPXX19000012,MPXX19000012,COMMERCE,"Ellison Group, The",Miscellaneous Order,S.T.A.R.S.&L.E.A.D.S.,7/1/2018,6/30/2019,180,"32,000.00","5,100.00","Ellison Group, The",102,EXEMPT,For Profit
MPXX19000032,MPXX19000032,COMMERCE,Eventive Productions,Miscellaneous Order,ENTERTAINMENT SERVICES,7/1/2018,6/30/2019,180,"32,000.00","10,328.00",Eventive Productions,102,EXEMPT,For Profit
1920287,1920287,COMMERCE,FINANTA,Housing and Economic Dev,Business Tech Asst.,7/1/2018,6/30/2019,180,"125,000.00", -   ,FINANTA,1,ADVERTISED,Non Profit
1720213,172021302,COMMERCE,"Faith Group, LLC",Architect and Engineer Svcs,RENEWAL TWO,7/1/2018,6/30/2019,180,"2,000,000.00","142,864.24","Faith Group, LLC",1,ADVERTISED,For Profit
1820432,1820432,COMMERCE,"Faith Group, LLC",Computer and Information Svcs,CISM,2/1/2018,1/31/2019,30,"500,000.00","11,820.11","Faith Group, LLC",1,ADVERTISED,For Profit
1820408,182040801,COMMERCE,"First Transit, Inc  (subsidiary of FirstGroup)",General Consultant Services,AMENDMENT ONE,6/1/2018,5/31/2022,1246,"52,500,000.00","3,243,916.21","First Transit, Inc  (subsidiary of FirstGroup)",1,ADVERTISED,For Profit
MPXX19000024,MPXX19000024,COMMERCE,"Forest Applications Training, Inc.",Miscellaneous Order,CHAINSAW & TREE MAINT,7/1/2018,6/30/2019,180,"10,000.00", -   ,"Forest Applications Training, Inc.",102,EXEMPT,For Profit
1520386,152038603,COMMERCE,"GRA,  Inc.",General Consultant Services,RENEWAL THREE TIME&FUNDS,1/1/2018,12/31/2018,0,"100,000.00","6,175.00","GRA,  Inc.",1,ADVERTISED,For Profit
