original_contract_id,current_item_id,department_name,vendor,contract_structure_type,short_desc,start_dt,end_dt,days_remaining,amt ,tot_payments ,orig_vendor,exempt_status,adv_or_exempt,profit_status
MPXX19000169,MPXX19000169,CITY TREASURER,"FRANCIS L. GIZAZA, CPA",Miscellaneous Order,Accounting Services,8/27/2018,6/30/2019,272,34000.00,0.00,"FRANCIS L. GIZAZA, CPA",102,EXEMPT,For Profit
1520249,152024903,CITY TREASURER,"Frasca & Associates, LLC",General Consultant Services,Airport FA,8/1/2017,7/31/2018,0,50000.00,0.00,"Frasca & Associates, LLC",1,ADVERTISED,For Profit
1720655,172065501,CITY TREASURER,"Greenberg Traurig, LLP",Legal Services,Disclosure Counsel Water,1/1/2018,12/31/2018,91,100000.00,35000.00,"Greenberg Traurig, LLP",1,ADVERTISED,For Profit
1520450,152045003,CITY TREASURER,Hawkins Delafield & Wood LLP,Legal Services,Bond/Disclosure Counsel,12/15/2017,12/14/2018,74,0.00,0.00,Hawkins Delafield & Wood LLP,1,ADVERTISED,For Profit
1620520,162052002,CITY TREASURER,Hawkins Delafield & Wood LLP,General Consultant Services,Arbitrage Services,6/15/2018,6/14/2019,256,77000.00,8000.00,Hawkins Delafield & Wood LLP,1,ADVERTISED,For Profit
1820491,1820491,CITY TREASURER,"Horsey, Buckner & Heffler, LLP",Accounting and Auditing Svcs,Accounting Services,4/15/2018,4/14/2019,195,500000.00,74635.00,"Horsey, Buckner & Heffler, LLP",1,ADVERTISED,For Profit
1520343,152034303,CITY TREASURER,Kutak Rock LLP,Legal Services,Bond Counsel - Airport,8/1/2017,7/31/2018,0,75000.00,26085.82,Kutak Rock LLP,1,ADVERTISED,For Profit
MPXX19000186,MPXX19000186,CITY TREASURER,"McElwes and Quinn, LLC",Miscellaneous Order,Bond Printing Services,9/1/2018,6/30/2019,272,1.00,0.00,"McElwes and Quinn, LLC",102,EXEMPT,For Profit
1520342,152034203,CITY TREASURER,Nixon Peabody LLP,Legal Services,Bond Counsel - Airport,8/1/2017,7/31/2018,0,20000.00,0.00,Nixon Peabody LLP,1,ADVERTISED,For Profit
1520261,152026103,CITY TREASURER,"PFM Asset Management, LLC",Investment Advisor-Manager,Investment Manager,1/1/2018,12/31/2018,91,0.00,0.00,"PFM Asset Management, LLC",1,ADVERTISED,For Profit
1520250,152025004,CITY TREASURER,PFM Financial Advisors LLC,General Consultant Services,Airport FA,8/1/2017,7/31/2018,0,50000.00,0.00,Public Financial Management Inc,1,ADVERTISED,For Profit
1620364,162036403,CITY TREASURER,PFM Financial Advisors LLC,General Consultant Services,Water FA,1/1/2018,12/31/2018,91,150000.00,0.00,Public Financial Management Inc,1,ADVERTISED,For Profit
1720216,172021602,CITY TREASURER,PFM Financial Advisors LLC,General Consultant Services,GO FA,8/1/2017,7/31/2018,0,0.00,0.00,Public Financial Management Inc,1,ADVERTISED,For Profit
1720216,172021603,CITY TREASURER,PFM Financial Advisors LLC,General Consultant Services,GO FA,8/1/2018,7/31/2019,303,0.00,0.00,Public Financial Management Inc,1,ADVERTISED,For Profit
1520430,152043003,CITY TREASURER,"PNC Capital Advisors, LLC",Investment Advisor-Manager,Investment Manager,1/1/2018,12/31/2018,91,0.00,0.00,"PNC Capital Advisors, LLC",1,ADVERTISED,For Profit
1720215,172021501,CITY TREASURER,"Phoenix Capital Partners, LLP",General Consultant Services,Municipal Advisor - GO,8/1/2017,7/31/2018,0,0.00,0.00,"Phoenix Capital Partners, LLP",1,ADVERTISED,For Profit
1720215,172021502,CITY TREASURER,"Phoenix Capital Partners, LLP",General Consultant Services,GO FA,8/1/2018,7/31/2019,303,0.00,0.00,"Phoenix Capital Partners, LLP",1,ADVERTISED,For Profit
1520257,152025703,CITY TREASURER,"Ramirez Asset Management, Inc.",Investment Advisor-Manager,Investment Manager,6/29/2018,6/28/2019,270,0.00,0.00,"Ramirez Asset Management, Inc.",1,ADVERTISED,For Profit
1820372,1820372,CITY TREASURER,"SS&C Technologies, Inc.",Computer and Information Svcs,Debt Mgmt Software Srvc,1/1/2018,12/31/2018,91,45000.00,33750.00,"SS&C Technologies, Inc.",1,ADVERTISED,For Profit
1520340,152034003,CITY TREASURER,Saul Ewing LLP,Legal Services,Bond Counsel - Airport,8/1/2017,7/31/2018,0,100000.00,41779.24,Saul Ewing LLP,1,ADVERTISED,For Profit
1720651,172065101,CITY TREASURER,Saul Ewing LLP,Legal Services,DC PGW (backup),1/1/2018,12/31/2018,91,0.00,0.00,Saul Ewing LLP,1,ADVERTISED,For Profit
1620228,162022802,CITY TREASURER,Standish Mellon Asset Management Company LLC,Investment Advisor-Manager,Investment Advisor,11/1/2017,10/31/2018,30,0.00,0.00,Standish Mellon Asset Management Company LLC,1,ADVERTISED,For Profit
1720624,172062401,CITY TREASURER,"Swap Financial Group, LLC",General Consultant Services,Swap Advisory Services,1/1/2018,12/31/2018,91,48000.00,20000.00,"Swap Financial Group, LLC",1,ADVERTISED,For Profit
1520258,152025803,CITY TREASURER,The Swarthmore Group,Investment Advisor-Manager,Investment Manager,1/1/2018,12/31/2018,91,0.00,0.00,The Swarthmore Group,1,ADVERTISED,For Profit
1520339,152033903,CITY TREASURER,"Turner Law, P.C.",Legal Services,Bond Counsel - Airport,8/1/2017,7/31/2018,0,20000.00,0.00,"Turner Law, P.C.",1,ADVERTISED,For Profit
1520436,152043603,CITY TREASURER,"Turner Law, P.C.",Legal Services,Bond/Disclosure Counsel,12/15/2017,12/14/2018,74,0.00,0.00,"Turner Law, P.C.",1,ADVERTISED,For Profit
1720656,172065601,CITY TREASURER,"Turner Law, P.C.",Legal Services,BC PGW and DC Water,1/1/2018,12/31/2018,91,0.00,0.00,"Turner Law, P.C.",1,ADVERTISED,For Profit
1420533,142053304,CITY TREASURER,US Bank National Association,General Consultant Services,Custody - Commer Bank Svc,6/30/2018,6/29/2019,271,0.00,0.00,US Bank National Association,1,ADVERTISED,For Profit
1520259,152025903,CITY TREASURER,"Wells Capital Management, Inc",Investment Advisor-Manager,Investment Manager,1/1/2018,12/31/2018,91,0.00,0.00,"Wells Capital Management, Inc",1,ADVERTISED,For Profit
1820332,1820332,COMMERCE,3890 North 10th Street Inc.,Housing and Economic Dev,Planning,1/1/2018,12/31/2018,91,50000.00,0.00,3890 North 10th Street Inc.,1,ADVERTISED,Non Profit
1620015,162001505,COMMERCE,"AECOM Technical Services, Inc.",Architect and Engineer Svcs,RENEWAL THREE,7/1/2018,6/30/2019,272,1200000.00,0.00,"AECOM Technical Services, Inc.",1,ADVERTISED,For Profit
1720006,172000604,COMMERCE,"AECOM Technical Services, Inc.",Architect and Engineer Svcs,RENEWAL TWO,7/1/2018,6/30/2019,272,3500000.00,0.00,"AECOM Technical Services, Inc.",1,ADVERTISED,For Profit
1820177,182017701,COMMERCE,"AECOM Technical Services, Inc.",Architect and Engineer Svcs,AMENDMENT ONE-ADD'L FUNDS,10/1/2017,9/30/2018,0,550000.00,147708.73,"AECOM Technical Services, Inc.",1,ADVERTISED,For Profit
MPXX19000029,MPXX19000029,COMMERCE,ARW Events,Miscellaneous Order,ENTERTAINMENT SERVICES,7/1/2018,6/30/2019,272,32000.00,5200.00,ARW Events,102,EXEMPT,For Profit
1720418,172041801,COMMERCE,"AVK Consulting, Inc.",General Consultant Services,RENEWAL ONE-TIME&FUNDS,12/1/2017,11/30/2018,60,100000.00,0.00,"AVK Consulting, Inc.",1,ADVERTISED,For Profit
1920081,192008101,COMMERCE,"AVK Consulting, Inc.",General Consultant Services,AMEND ONE-ADD SUBS- FUNDS,7/1/2018,6/30/2019,272,1500000.00,97875.01,"AVK Consulting, Inc.",1,ADVERTISED,For Profit
1920204,1920204,COMMERCE,"Airport Design Consultants, Inc.",Architect and Engineer Svcs,MULTI-PROJECT CIVIL ENGIN,7/1/2018,6/30/2019,272,750000.00,0.00,"Airport Design Consultants, Inc.",1,ADVERTISED,For Profit
MPXX19000051,MPXX19000051,COMMERCE,"All Fitness Events, LLC",Miscellaneous Order,5K-RUNWAY RUN-WALK,7/1/2018,6/30/2019,272,10165.00,0.00,"All Fitness Events, LLC",102,EXEMPT,For Profit
1820274,1820274,COMMERCE,Altitude Strategies LLC,General Consultant Services,PHL PUBLIC RELATIONS,9/1/2017,8/31/2018,0,100000.00,68875.00,Altitude Strategies LLC,1,ADVERTISED,For Profit
1820274,182027401,COMMERCE,Altitude Strategies LLC,General Consultant Services,RENEWAL ONE,9/1/2018,8/31/2019,334,70000.00,0.00,Altitude Strategies LLC,1,ADVERTISED,For Profit
1720319,172031902,COMMERCE,"Atkins North America, Inc.",Architect and Engineer Svcs,RENEWAL ONE-TERM & FUNDS,10/1/2017,9/30/2018,0,1500000.00,147104.15,"Atkins North America, Inc.",1,ADVERTISED,For Profit
1720777,172077703,COMMERCE,"Atkins North America, Inc.",Architect and Engineer Svcs,AMEND TWO,6/1/2018,5/31/2019,242,4950000.00,639731.00,"Atkins North America, Inc.",1,ADVERTISED,For Profit
MPXX19000036,MPXX19000036,COMMERCE,"Be Films, LLC d/b/a Five Story Media",Miscellaneous Order,VIDEO PRODUCTION / PHOTO,7/1/2018,6/30/2019,272,32000.00,0.00,"Be Films, LLC d/b/a Five Story Media",102,EXEMPT,For Profit
1720588,172058801,COMMERCE,"Borski Associates, LLC",General Consultant Services,RENEWAL ONE-TIME/FUNDS,12/1/2017,11/30/2018,60,120000.00,20000.00,"Borski Associates, LLC",1,ADVERTISED,For Profit
1720541,172054101,COMMERCE,"Burns Engineering, Inc.",Architect and Engineer Svcs,RENEWAL ONE,1/1/2018,12/31/2018,91,1500000.00,323447.95,"Burns Engineering, Inc.",1,ADVERTISED,For Profit
1620016,162001608,COMMERCE,"C&S Engineers, Inc.",Architect and Engineer Svcs,RENEWAL THREE,7/1/2018,6/30/2019,272,750000.00,199123.94,"C&S Engineers, Inc.",1,ADVERTISED,For Profit
1520432,152043203,COMMERCE,"CBIZ MHM, LLC",Accounting and Auditing Svcs,RENEWAL THREE,12/1/2017,11/30/2018,60,100000.00,19593.75,"CBIZ MHM, LLC",1,ADVERTISED,For Profit
1920144,1920144,COMMERCE,"CBIZ MHM, LLC",Accounting and Auditing Svcs,ON CALL ACCOUNTING/AUDIT,7/1/2018,6/30/2019,272,80000.00,4268.75,"CBIZ MHM, LLC",1,ADVERTISED,For Profit
1620156,162015604,COMMERCE,"CDA& I Architecture and Interiors, LTD",Architect and Engineer Svcs,RENEWAL TWO-FUNDS/TIME,12/1/2017,11/30/2018,60,1067935.00,860994.20,"CDA& I Architecture and Interiors, LTD",1,ADVERTISED,For Profit
1720014,172001406,COMMERCE,"Campbell-Hill Aviation Group, LLC",General Consultant Services,RENEWAL TWO,7/1/2018,6/30/2019,272,600000.00,41989.10,"Campbell-Hill Aviation Group, LLC",1,ADVERTISED,For Profit
1720623,172062302,COMMERCE,"Chambers, Conlon & Hartwell, LLC",General Consultant Services,AMENDMENT ONE-ADD'L FUNDS,1/1/2018,12/31/2018,91,90000.00,0.00,"Chambers, Conlon & Hartwell, LLC",1,ADVERTISED,For Profit
1820277,1820277,COMMERCE,"Community Marketing Concepts, Inc.",General Consultant Services,PASSENGER SURVEY CONSULT,9/1/2017,8/31/2018,0,35000.00,11575.00,"Community Marketing Concepts, Inc.",1,ADVERTISED,For Profit
1820277,182027701,COMMERCE,"Community Marketing Concepts, Inc.",General Consultant Services,RENEWAL ONE-TIME ONLY,9/1/2018,8/31/2019,334,0.00,0.00,"Community Marketing Concepts, Inc.",1,ADVERTISED,For Profit
1620259,162025903,COMMERCE,Converse Winkler Architecture,Architect and Engineer Svcs,RENEWAL TWO,1/1/2018,12/31/2018,91,600000.00,195040.41,Converse Winkler Architecture,1,ADVERTISED,For Profit
MPXX19000028,MPXX19000028,COMMERCE,"Creative Planning International, Inc d/b/a The Lett Group",Miscellaneous Order,INTERNATIONAL BUS. ETIQUE,7/1/2018,6/30/2019,272,32000.00,5334.00,"Creative Planning International, Inc d/b/a The Lett Group",102,EXEMPT,For Profit
1820112,182011201,COMMERCE,"Cushman & Wakefield of Pa., Inc.",General Consultant Services,RENEWAL TWO,7/1/2018,6/30/2019,272,40000.00,0.00,"Cushman & Wakefield of Pa., Inc.",1,ADVERTISED,For Profit
320600,32060013,COMMERCE,Daroff Design Inc. + DDI Architects PC,Architect and Engineer Svcs,AMENDMENT 13-TIME ONLY,12/1/2017,11/30/2018,60,0.00,0.00,Daroff Design Inc. + DDI Architects PC,,Prior to 2-1-2006,For Profit
1620516,162051602,COMMERCE,Delaware River Waterfront Corporation,General Consultant Services,Pier 53 to 68,1/1/2018,12/31/2018,91,0.00,0.00,Delaware River Waterfront Corporation,8,EXEMPT,Non Profit
MPXX19000146,MPXX19000146,COMMERCE,Drexel University,Miscellaneous Order,ADA TRAINING,8/1/2018,6/30/2019,272,34000.00,0.00,Drexel University,102,EXEMPT,Non Profit
1820111,182011101,COMMERCE,"E. H. Lynn & Associates, LLC",General Consultant Services,RENEWAL ONE-TIME ONLY,7/1/2018,6/30/2019,272,0.00,0.00,"E. H. Lynn & Associates, LLC",1,ADVERTISED,For Profit
1620392,162039202,COMMERCE,"EConsult Solutions, Inc",General Consultant Services,Disparity Study,12/15/2017,12/14/2018,74,75000.00,75000.00,"EConsult Solutions, Inc",1,ADVERTISED,For Profit
1620134,162013405,COMMERCE,"ELECTRONIC DATA, INC.",Computer and Information Svcs,RENEWAL ONE,7/1/2018,6/30/2019,272,0.00,0.00,"ELECTRONIC DATA, INC.",1,ADVERTISED,For Profit
1820327,182032701,COMMERCE,Elliott Lewis Corp.,Computer and Information Svcs,AMEND ONE-ADD'L FUNDING,10/1/2017,9/30/2018,0,6800000.00,4346913.79,Elliott Lewis Corp.,1,ADVERTISED,For Profit
MPXX19000012,MPXX19000012,COMMERCE,"Ellison Group, The",Miscellaneous Order,S.T.A.R.S.&L.E.A.D.S.,7/1/2018,6/30/2019,272,32000.00,0.00,"Ellison Group, The",102,EXEMPT,For Profit
MPXX19000032,MPXX19000032,COMMERCE,Eventive Productions,Miscellaneous Order,ENTERTAINMENT SERVICES,7/1/2018,6/30/2019,272,32000.00,7363.00,Eventive Productions,102,EXEMPT,For Profit
1720213,172021302,COMMERCE,"Faith Group, LLC",Architect and Engineer Svcs,RENEWAL TWO,7/1/2018,6/30/2019,272,2000000.00,5415.54,"Faith Group, LLC",1,ADVERTISED,For Profit
1820432,1820432,COMMERCE,"Faith Group, LLC",Computer and Information Svcs,CISM,2/1/2018,1/31/2019,122,500000.00,0.00,"Faith Group, LLC",1,ADVERTISED,For Profit
1820408,1820408,COMMERCE,"First Transit, Inc  (subsidiary of FirstGroup)",General Consultant Services,SHUTTLE BUS,6/1/2018,5/31/2022,1338,52500000.00,0.00,"First Transit, Inc  (subsidiary of FirstGroup)",1,ADVERTISED,For Profit
MPXX19000024,MPXX19000024,COMMERCE,"Forest Applications Training, Inc.",Miscellaneous Order,CHAINSAW & TREE MAINT,7/1/2018,6/30/2019,272,10000.00,0.00,"Forest Applications Training, Inc.",102,EXEMPT,For Profit
1520386,152038603,COMMERCE,"GRA,  Inc.",General Consultant Services,RENEWAL THREE TIME&FUNDS,1/1/2018,12/31/2018,91,100000.00,0.00,"GRA,  Inc.",1,ADVERTISED,For Profit
1420365,142036504,COMMERCE,Gilbane Building Company,Architect and Engineer Svcs,RENEWAL THREE,1/1/2018,12/31/2018,91,400000.00,170875.81,Gilbane Building Company,1,ADVERTISED,For Profit
1220573,122057307,COMMERCE,Global Program Partners,General Consultant Services,AMENDMENT 7-ADD'L FUNDS,5/25/2016,5/24/2020,601,10700000.00,13542393.10,Global Program Partners,1,ADVERTISED,For Profit
1820085,182008501,COMMERCE,"Global Resource Management, Inc.",General Consultant Services,RENEWAL ONE-TIME ONLY,7/1/2018,6/30/2019,272,0.00,0.00,"Global Resource Management, Inc.",1,ADVERTISED,For Profit
MPXX19000034,MPXX19000034,COMMERCE,"Grapevine Visual Concepts, Inc.",Miscellaneous Order,EVENT / TRADE SHOW,7/1/2018,6/30/2019,272,20000.00,0.00,"Grapevine Visual Concepts, Inc.",102,EXEMPT,For Profit
1920203,1920203,COMMERCE,HDR Engineering Inc.,Architect and Engineer Svcs,MULTI-PROJECT CIVIL ENGIN,7/1/2018,6/30/2019,272,750000.00,0.00,HDR Engineering Inc.,1,ADVERTISED,For Profit
1720007,172000702,COMMERCE,"HNTB Pennsylvania, Inc.",Architect and Engineer Svcs,RENEWAL TWO,7/1/2018,6/30/2019,272,2000000.00,0.00,"HNTB Pennsylvania, Inc.",1,ADVERTISED,For Profit
1720542,172054201,COMMERCE,"HNTB Pennsylvania, Inc.",Architect and Engineer Svcs,RENEWAL ONE,1/1/2018,12/31/2018,91,600000.00,387950.67,"HNTB Pennsylvania, Inc.",1,ADVERTISED,For Profit
1920062,1920062,COMMERCE,"HNTB Pennsylvania, Inc.",Architect and Engineer Svcs,PMCM-FEDERAL,7/1/2018,6/30/2019,272,2000000.00,0.00,"HNTB Pennsylvania, Inc.",1,ADVERTISED,For Profit
1820048,182004802,COMMERCE,"Hill International, Inc.",General Consultant Services,RENEWAL ONE - FY19,7/1/2018,6/30/2019,272,5237928.00,415734.19,"Hill International, Inc.",1,ADVERTISED,For Profit
1520387,152038704,COMMERCE,"ICF Resources, LLC",General Consultant Services,RENEWAL THREE-TIME/FUNDS,1/1/2018,12/31/2018,91,200000.00,0.00,"ICF Resources, LLC",1,ADVERTISED,For Profit
1820426,1820426,COMMERCE,IHS Global Inc.,General Consultant Services,Bus Attract/Incent Study,1/1/2018,12/31/2018,91,200000.00,0.00,IHS Global Inc.,1,ADVERTISED,For Profit
MPXX19000023,MPXX19000023,COMMERCE,IMX Medical Management Services,Miscellaneous Order,PRE-HIRE PHYSICAL,7/1/2018,6/30/2019,272,15000.00,1100.00,IMX Medical Management Services,102,EXEMPT,For Profit
1520385,152038504,COMMERCE,"INTERVISTAS CONSULTING, INC.",General Consultant Services,RENEWAL THREE-TIME ONLY,1/1/2018,12/31/2018,91,0.00,0.00,InterVISTAS Consulting LLC,1,ADVERTISED,For Profit
1720701,172070101,COMMERCE,Impact Services Corporation,Housing and Economic Dev,Planning,2/28/2018,2/28/2019,150,0.00,0.00,Impact Services Corporation,1,ADVERTISED,Non Profit
MPXX19000030,MPXX19000030,COMMERCE,Influence Entertainment Inc.,Miscellaneous Order,ENTERTAINMENT SERVICES,7/1/2018,6/30/2019,272,32000.00,3450.00,Influence Entertainment Inc.,102,EXEMPT,For Profit
